,Analyst,Technology,Comments,Date,Comment.Sentiment,Tags,fy_quarter2,fy_quarter
3878,Matthew Cheung,Management (vRealize),gartner matthew cheung spokespeople mark leake and hartmann schoebel topic multicloud management inquiry date january 9 2019 highlights  i am looking up the data store problem which i may have overlooked in the past  i believe the single data store is mandatory because it helps when customers want to scaleout their cmp footprint  in vmwareare case customers may need to expand multiple data stores in order to achieve scalability with different components  i think this is a pitfall  thoughts on vmware cloud management vrealize strategy o vrealize is good for hybrid o cloudhealth doesnt have strong provisioning and orchestration resources into public cloud  lacking catalog as well  has some monitoring but weak integrated with vrealize would be good  customer delivery models need to be clear o dont see a lot of customer adopting vrealize for saascas  still emerging with customers need to prove capabilities o not a cloud platform play currently the p is very important  lacking holistic management vrealize story across the board  customers are looking for agility while a having a platform play  with regard to the mq good thing about the mq is that is set a boundary  there are multiple products that are not in it like cloudforms  gartner will watch and cater to customer needs in the market,1/14/2019,Advice,Strategy,2018.4,FY19 Q4
3879,Ramesh Marimuthu,SD-WAN,nfv  ramesh marimuthu indicated one of his themes for sdwan research reports this quarter is not just application of sdwan to telcos but also to other verticals ex finance manufacturing he said there is not a onesizefitsall sdwan as adding unique features for vertical markets is critical this came from his interest in having a velocloud update when he learned sanjay uppal will be part of the nfv team sas with ramesh in feb,1/14/2019,Neutral,Features or products (included/missing/recommended),2018.4,FY19 Q4
3880,Simon Abrahams,VMC on AWS,118 vmc on aws briefing with simon abrahams pac you have all of the trust in the world biggest challenge is greatest expectations you have a window of opportunity with trust and investment  at 3 to 5 years there will be people starting from zero challenge will be making some look at your solution not aws native just maintain momentum very compelling offering,1/14/2019,Advice,Strategy,2018.4,FY19 Q4
3881,Michael Warrilow,VMC on AWS,117 vmc on aws inquiry with michael warrilow not doing a swot on vmc on aws now gartner is discontinuing all future swots thinking about what hes going to do instead around vmc on aws talking to client  large government entity  suggested vmc on aws aws has made vmwareare interesting again vmc on aws is in the sweet spot of that customers going to 1000 thats great thats a big jump thats impressive how does that look like from a channel perspective that channel is a strength thats good news thats good growth if you disclose that it would make 3rd parties more interested,1/14/2019,Positive,Partner readiness,2018.4,FY19 Q4
3882,Matthew Cheung,Tanzu Observability,gartner matthew cheung spokespeople stela udovicic and eran carmel topic wavefront date january 15 2019 highlights  pricing is by consumption model by metrics by second hystrograms and tracing is by multiples we have a free trial to help customer gauge their environment and how much they need matthew hears servicenow customers complain about cost control  doesnt hear that for wf  matthew provided followup questions for cloudheath integration with wavefront  asked about deployment models and competition with apm vendors also provided information on how to monitor through the developer pipeline,1/14/2019,Neutral,Pricing,2018.4,FY19 Q4
3883,Robert Naegle,Cloud (VCPP),next generation cost management  apply smart software to make decisions and where cost management is moving enterprise aware management best practices and standards and how you can do it by being agile but not sacrificing control deep governance  security have a real way with eyes in the sky in combination with enterprise aware management,1/7/2019,Advice,Strategy,2018.4,FY19 Q4
3884,Alan Waite,Cloud Foundation,clients tell us there still are too many disparate vmwareare products and services that are confusing and have too much overlapyour messaging is dead on its modernizing the data center that resonates with customersmy issue is the noise that comes from other areas within vmware and terminology is a big problem i have a cheat sheet but theres just too much for customers,1/7/2019,Negative,Messaging,2018.4,FY19 Q4
3885,Alan Waite,HCI/vSAN,if a customer wants nsx or vsan at what point do you get your sales team to sell vcf rather than the individual components  and not just a convenience thing is there a big enough price advantage thats what my clients are asking is it really worth doing to save only an incremental amount of  or is it significant saving were talking about you may run into some vendor that has their own networking solution but they want to partner with vcf so this makes complete sense,1/7/2019,Negative,Pricing,2018.4,FY19 Q4
3886,Sanjit Ganguli,Tanzu Observability,you eco exactly our sentiment and my presentations for aiops  our definition is aspirational  there is daylight between where we are today and where aiops is going,1/7/2019,Positive,Messaging,2018.4,FY19 Q4
3887,Dennis Smith,Tanzu Observability,it looks easy to navigate and easy to use  wavefront is always impressive to look at sounds like you are getting good tracking on where you are winning and how you are winning asked about competition  datadog and signalfx are primary sometimes we see splunk dynatrace and new relic,1/7/2019,Positive,Features or products (included/missing/recommended),2018.4,FY19 Q4
3888,Eric Hanselman,All Products,nfv  eric hanselman of fourfiveone research said customers are neutral in their reactions to the red hat acquisition by ibm and are waiting to see how it shakes out he noted red hat would continue relatively independently in the short term,1/7/2019,Neutral,Competitive mentions/intel,2018.4,FY19 Q4
3889,Mark Lockwood,All Products,pat gelsinger and sanjay poonen dicussion with gartner lead analyst mark lockwood  regarding vmwareare vendor rating 1 gartner is recognizing the progress vmware has made over the past 12 months   even lydia is more positive 2 vmware has the potential to be the defacto management plane  right now there is confusion around where vrealize and our cloud servicesthrough recent acquisitions come together shirley working on gartner briefing to clear up confusion3 gartner looking for vmc feature parity across multiple clouds  patsanjay explained we will offer core sddc components however feature parity would be subject to abilities of each cloud provider4 euc is strong and has moved beyond competitors like citrix  gartner waiting to see if microsoft will offer a truly enterprise class solution like they say they will if so microsoft will be vmwares competition,1/7/2019,Positive,Strategy,2018.4,FY19 Q4
3890,Jay Lyman,Containers/PKS,briefed jay lyman from fourfiveone regarding pks 13 he will be our press reference and has been forwarded to at least one journalist jay is hearing from customers that familiarity with cloud foundry and bosh integration resonates there is little familiarity with whats new in kubernetes so anything familiar is wellreceived,1/7/2019,Positive,Customer Related,2018.4,FY19 Q4
3891,Christian Perry,HCI/vSAN,christian perry nutanix highest ratings in hci surveys strategic vision technical expertise customer service  support all 3 areas are used by nutanix to message against vmware,1/7/2019,Negative,Customer Related,2018.4,FY19 Q4
3892,Christian Perry,HCI/vSAN,christian perry 451 vmwareare scores highest for value for money customers might complain about vmware pricing but most see the value nutanix vtax campaign might be working not sure but vmware hci still seen as a good value,1/7/2019,Negative,Customer Related,2018.4,FY19 Q4
3893,Christian Perry,HCI/vSAN,451s christian perry dec inquiryfrom hci customer survey most important factor when selecting an hci vendor is value for money tcoroi 80many customers are using multiple hci vendors trying to optimize cost but theres obviously added complexity45 of survey respondendts use vmwareare as organizations primary hci vendor,1/7/2019,Neutral,Customer Related,2018.4,FY19 Q4
3894,Eric Hanselman,Networking,nfv  eric hanselman of fourfiveone research said vmwareare is doing more with telcos than he was aware adding the vmware nfv solution is highlevel about where vmware should engage with telcos,1/7/2019,Neutral,Strategy,2018.4,FY19 Q4
3895,William Fellows,NFV,nfv  william fellows of fourfiveone said customers he talks to indicated that vmwareare is a longterm partner but success ex in fiveg fiveg infrastructure conversion is not guaranteed,1/7/2019,Neutral,Customer Related,2018.4,FY19 Q4
3896,Michael Howard,NFV,nfv  ihs markit shared its 2h update to its 2018 sdn  nfv report noting 100 of respondents will deploy nfv at some point and 88 already were doing so in 2018ihss michael howard listed the top 6 nfv use cases which carriers were deploy in 2018 as 1 business vecpe 2 sdwan as a service based on sdn and nfv 3 mobile core vepc 4 ims core and 5 vpe 6 network slicing including network slicing for iot,1/7/2019,Neutral,Use cases,2018.4,FY19 Q4
3897,Colin Fletcher,Cloud (VCPP),next generation cost management  apply smart software to make decisions and where cost management is moving enterprise aware management best practices and standards and how you can do it by being agile but not sacrificing control deep governance  security have a real way with eyes in the sky in combination with enterprise aware management,1/1/2019,Advice,Strategy,2018.4,FY19 Q4
3898,Michael Warrilow,Management (vRealize),"gartner inquiry with michael warrilow on 1219	hybrid and container adoption is small  more written about kubernetes than customers using it	there is no consistent definition in gartner for multicloud  michael sees as an application that has duplicate capabilities in multiple clouds vast majority of enterprises will have multicloud 	this year cloud spend was 8 of budgets vs 5 last year  shows growth in digital transformation app dev grew by 810 and data center shrunk from 25 to 18	vmwareare opportunity is to build a story at some levels of hybrid cloud and multicloud  vrealize suits the data center out strategy new acquisition of cloudhealth tends to be cloud across and great visibility across multiple clouds  it has multiple intersections on trends like provisioning and automation	cloud management vrealize space had too many discrete players and many have been gobbled up  old style redhat and vmw and new platforms  cloudhealth ticks the right boxes in the new capabilities suggests intersection of two areas and bringing them together is the opportunity for the next 2 years for the first time you dont need vsphere  this is a totally new way to view vmware there are different entry points and might have different buyers  some established with vmware and some never used any vmw suggests speaking to both	performance and latency are the big issues with data sovereignty  it can also be psychological issue",1/1/2019,Positive,Strategy,2018.4,FY19 Q4
3899,Mark Lockwood,All Products,"quarterly executive discussion with mark lockwood  1	vmwareare vendor rating will publish in march following vmware earnings2	analyst sentiment and survey responses for the vendor rating are overwhelmingly more positive this year than a year ago keeping in mind our goal for a strong positive rating for vmware 3	analysts are seeing traction with vmc on aws nsx and vmware is being brought up in client inquiries 4	lots of interest from customers on windows virtual desktop gartner reserving opinion  if released without enterprise quality features that will be good news for vmware and citrix  microsoft needs to get the console right with the right commands and features  anything short will not be good for microsoft   5	we provided mark with a global social responsibility update to help set vmware apart on our vendor rating positioning  although not his direct coverage area he was interested in learning more  he asked for additional background with links to familiarize himself and share with other analysts at gartner id like to see a gsr mention in our upcoming vendor rating",12/17/2018,Positive,Customer Related,2018.4,FY19 Q4
3900,Lauren Nelson,Cloud Services,hcx briefing with lauren nelson very consistent with what vcloud air uses cases talked about i get questions on licensing and looking at migrating and potentially bringing workloads on prem will you ever offer on azure integration with vmwareare cloud management solutions with cloudhealth  how are you working with them are you responsible for providing vmc managed service,12/17/2018,Positive,Features or products (included/missing/recommended),2018.4,FY19 Q4
3901,William Fellows,NFV,nfv in william fellows 451 profile of vodafone from vmwareorld emea he adds vodafone believes vmware has a significant opportunity to abstract the network from the platform vmwares nsx for sdwan by velocloud is pitched as an sdwan platform but its not there yet and datacenter interconnection with nsx works well but it still doesnt extend far enough to tackle edge use cases he added vmware has demonstrated its intent to go cloud native with its investments but will need to straighten out its container and kubernetes stories if it is to be considered for the next phase of vodafones transformation and said that the next wave of networkoperator efforts will be containerbased it will require orchestration and interconnection on a scale that has challenged vmware and will require specialized capabilities that will be difficult to build   at a cost that hasnt been wellaligned to telco price points as a highcost player vmware will be challenged,12/17/2018,Neutral,Strategy,2018.4,FY19 Q4
3902,Ramesh Marimuthu,NFV,ramesh is supportive of vmwareares direction to be a platform provider for csps including encouraging us to think about offering a next gen private cloud paas model ramesh recommends vmrobot an alexa for enterprises he sees this as a big opportunity and suggested that other vendors are already working on similar concepts start off with notification capabilities and add fixingselfhealing down the road ramesh was pleased to hear about our plans for an innovation lab where csps can come test solutions containerbased solutions are important including getting ahead of the demand for ai and predictive analytics vio and open source messaging needs to be bolder and louder get the word out,12/17/2018,Advice,Features or products (included/missing/recommended),2018.4,FY19 Q4
3903,Mark Jaggers,VMC on AWS,vmwareare site recovery on vmc on aws briefing with mark jaggers gartner dr failover demo it functions as id expect it to for vmc on aws demo can you configure expectations to be less than for logos in q1 and q2 i see a lot of partner logos is that continuing how much general use cases vs disaster recovery we dont see a lot of hybrid scenarios with disaster recovery when i talk about hybrid i mean between vmc for vms but going to sunguard have you released configuration availability with regions wan connectivity between regions do you depend on aws routing mark wants to hear about the heptio acquisition once the roadmap is figured out,12/17/2018,Neutral,Features or products (included/missing/recommended),2018.4,FY19 Q4
3904,Colin Fletcher,Cloud (VCPP),aiops and ml multivariate is the one that is closer to reality and more desirable ml and digital experience management will have involvement from sres adjacent teams such as service desks incident managers itsm folks it is going to be important to automate human feedback and subjective feedback of human into how ml results will be perceived that needs to be demonstrated value add for ml would be showing back what is wrong by algorithm human input is important back into process and to make people more comfortable utilizing recommendations,12/10/2018,Neutral,Features or products (included/missing/recommended),2018.4,FY19 Q4
3905,Brian Adler,Cloud (VCPP),"gartners brian adler for a technical update and demo for automation solutions on december 10 2018	new gartner technical professionals analyst covering cloud vcpp strategy automation tool and application assessment  brian came from rightscale and likes to get deep into the technology	new report due in feb 2019  receiving customer questions about hybrid estate including vmwareare and a cloud vcpp usually aws  how to use things like ansible in a complementary manner without overlap  folks are trying to use multiple environments with less tools ultimately the report will try to answer how do i leverage the right tools for the right environment with as few tools as possible to accomplish the job	understands our convergence path youre doing it right  its hard and takes time  it makes sense to go to opportunities and lead with strengths  ",12/10/2018,Positive,Customer Related,2018.4,FY19 Q4
3906,Tony Lock,Management (vRealize),"freeform dynamics briefing for cloud management vrealize overviewon  december 14 2018 highlights	good to keep all licensing models available  its very important for your customers	good use cases its all wrapped around visibility  without visibility you cant manage recommends emphasis on 3rd party tools  folks might not realize what you have in stock	youre making devops real including the dev",12/10/2018,Positive,Use cases,2018.4,FY19 Q4
3907,William Fellows,NFV,nfv william fellows 451 research wrote a report vodafone prescribes open interfaces and cloudnative for fiveg fiveg infrastructure conversion after attending vmwareorld emea he says vodafone has unified its network and it cloud strategy teams to accelerate its transformation vmware has been a key partner in the new threeyearold transformation journey and will continue to be he highlighted that service assurance becomes critical in the telco nfv market as it shifts from 4g to fiveg 5g vmware smart assurance spans network health performance monitoring and rootcause analysis for telcos and has been added to the vmware telco nfv portfolio he concluded in the fourfiveone swot that vmware already counts 60 operators with 120 deployments as customers which demonstrates a reasonable level of success whether this is sustainable for fiveg 5g infrastructure transformation remains to be seen,12/10/2018,Neutral,Adoption,2018.4,FY19 Q4
3908,Stephen Elliot,Tanzu Observability,"idcs stephen elliot and tim grieser for wavefront update on december 14 2018 highlights	update for ai genie and distributed tracing  stephen stated i like the blending of performance and data with cost analysis makes for a powerful story and showing how youre a part of the larger story 	stephen discussed the term first pane of glass idea is a good one and folks do understand  but the terminology is not quite right customers do want less dashboards and click throughs  its really about access to the data and sharing  term would resonate with folks that have been in the industry a while as well as io sres and devops would understand but would not have the context  might be perceived as negative	monitoring is a crowded space  stephen suggested to highlight processes that go beyond the nice to have but are need to have at a production level example heres how we did xx and scale to a devops model also recommends adding patents to slides  this can highlight differentiation",12/10/2018,Neutral,Messaging,2018.4,FY19 Q4
3909,Alan Waite,Tanzu Observability,"gartners alan waite and kevin ji for  wavefront update for ai genie and distributed tracing on december 10 2018highlights	alan sees vmwareare customers in two buckets traditional vrealize automation and cloud servicessssssss  need to articulate how the product range becomes more consistent  	as the world moves to multicloud tracing and observability will need to be across all environments  customers dont think of vmware they think more of promethesis	wavefront excels in observability and its built in classic built vs buy  we do it for you  ",12/10/2018,Neutral,Customer Related,2018.4,FY19 Q4
3910,Colin Fletcher,Cloud (VCPP),dt monitoringobservability is going to continue to be a crowded space he sees opportunity for creativity and adding value on the edges of dt and observabilities boundary that exist today devops is generational divided and probably the young generation of devopssres will face the same challenges of complexities as prior generations  there is opportunity for rediscovering of realm of distributed,12/4/2018,Neutral,Features or products (included/missing/recommended),2018.4,FY19 Q4
3911,Colin Fletcher,Cloud (VCPP),code stream the new generation wants to do governance on their own terms  aro inquiries over the last 2 years has been led by folks outside of devops  they are now looking for their next job like change release managers  these folks would use code stream other possible users will be development managers as they like reusable elements  get to these folks as they get promoted  they are going inherit legacy and have an oh no moment that they are in charge of systems they dont know and didnt build,12/4/2018,Neutral,Features or products (included/missing/recommended),2018.4,FY19 Q4
3912,Tiny Haynes,VMC on AWS,customers say im spending millions keeping my data center running at 40 capacity i want to move out i think you are looking at a smaller market for hypervisors cloud migration is the one area thats helpful sees it as an opportunity for vmwareare and discovery as a service,12/4/2018,Neutral,Customer Related,2018.4,FY19 Q4
3913,Dennis Smith,Cloud (VCPP),vmwareare has a lot of stuff and a lot of tools in the bag  need to articulate how you pull together to make customers more efficient companies have better things to do than deal with rationalizing your products but its better to have too many tools in the bag than not enough make hybrid easy  you need a clear definition that customers can understand hybrid is guys that have never carried pagers  microsoft has a good definition of hybrid,12/3/2018,Advice,Messaging,2018.4,FY19 Q4
3914,Dennis Smith,Cloud (VCPP),need clear and prescriptive messaging for cloud vcpp management strategy  suggestion is to develop a single page of power point to help guide customers through the two architectures  there isnt room for 2 quarterbacks so it needs to be clear and simple for customers he would prefer to have one unified product but does understand after explanation the need to have public and private due to vmwareares large base recommendation is to bake vrealize into vmc on aws message,12/3/2018,Advice,Messaging,2018.4,FY19 Q4
3915,Al Gillen,VMC on AWS,at aws analyst program they talked about 150 things aws said everything is fronted by apis that they can stand by long term those basic components have to be right so they spend a lot of time on apis some of the services save customers money they feel the more money they save the more they spend on more services cloudhealth by vmwareare  thats smart thats something aws has missed the ball on you are giving your customers an option which is really nice for them during the aws analyst day there was a gamving company who does fortnight they pulled up an extra million servers during the event you could never do that on premise you couldnt provision for that,12/3/2018,Neutral,Strategy,2018.4,FY19 Q4
3916,Al Gillen,VMC on AWS,getting a turnkey open stack solution makes sense pivotal is close to bosh when everyone else is tied to kubernetes cloud foundry has a fair attraction to customers vmwareare is doing a better and better job of doing open source if microsoft can make that shift anyone can cloudhealth was an interesting acquisition amazon needs you they dont have any hybrid story without vmware would it make sense for amazon to absorb vmware  would be an interesting move for amazon to make google is way behind cisco connection is there but they dont have the workloads microsoft would like to have the workloads you have they tried to displace you,12/3/2018,Neutral,Strategy,2018.4,FY19 Q4
3917,Craig Lowery,VMC on AWS,linkage of price they pay to value they deliver  transparency of pricing model  how you talk about value of each of the things they can buy  show that you understand consumptionbased pricing the synergy  key to keeping cusotmers engaged  is use cases,12/3/2018,Neutral,Pricing,2018.4,FY19 Q4
3918,Craig Lowery,VMC on AWS,customers  and relationships with them  its not going to be a 3year renewal anymore  different  now consumptionbased  sales team will have automated interactions  need to message ongoing changes actively  living and breathing service  as business grows the service is changing  as a service you own a lot more of the business than before,12/3/2018,Neutral,Customer Related,2018.4,FY19 Q4
3919,Craig Lowery,VMC on AWS,your decision makers are changing most vmwareare customers are io new submessages of availability and ease of adoption cloud native  agile decision makers  they know that vmc on aws is not complete for them  can bring legacy application core messages  you can have the best of both worlds it gives you the best of hybrid without all of the problems like performance delays with latency what im starting to get from vmware are what are new use cases for vmc on aws that i couldnt have done any other way,12/3/2018,Neutral,Customer Related,2018.4,FY19 Q4
3920,Craig Lowery,VMC on AWS,you may need to change how you reach decision makers you arent going to be targeting system admins as much you need to continue to be at shows keep a close watch on demographics as it shifts on decision makers im hearing positive not negative but nothing earthshattering  vcpp  vmc is a competitor for vcpps find a way to provide a way to seemlessly transition getting out of the capex model which is a challeng for them come up with ways to show the transition from vcpp to seller of vmc on aws  lots you can do to help them make the move i think you guys are really making some good decisions lately,12/3/2018,Neutral,Marketing Awareness,2018.4,FY19 Q4
3921,Tiny Haynes,VMC on AWS,we arent seeing azure stack so widely deployed bricks and mortars are dealing with compliance procurement biggest issue is cultural change developers may be the ones making the decision about going to iaas the majority of my inquiries are on microsoft google is making more and more noise in corporate dont get many inquiries about alibaba ibm has the 4th bite of the cloud if what you use software for keeps things running you wont spend money develping it,12/3/2018,Neutral,Competitive mentions/intel,2018.4,FY19 Q4
3922,Arun Chandrasekaran,Cloud (VCPP),"gartners arun chandrasekaran on december 5 2018 at gartner it infrastructure operations  cloud vcpp strategies conference las vegashighlights	arun is positive on the cloud vcpphealth acquisition  your story is far beyond cost management  there are a lot of new capabilities  i like the direction you are going with the devops and saas push  you are aggressive in these new areas  vmwareare is one of two companies he sees doing very well in the future  you have really turned the company around	heptio was very good move arun was surprised they sold out so early  	agrees with vmwares multicloud vcpp strategy as long as we prioritize solutions and go where our customer are going  he reminds to not forget azure  show customer execution",12/3/2018,Positive,Messaging,2018.4,FY19 Q4
3923,Roy Illsley,Networking,roy illsley ovum regarding nsx service mesh prebriefing roy i think its good to me its precisely whats needed in this space i think somebody like vmwareare coming up with their version if it is going to be able to provide people with the confidence that its not a tool kit that you have to pitch together yourself thats how ive seen it expressed by many people i like this but how do i use this do i trust my developer to do it and get it working or is there someone else i can go to that is a little bit more operational mainstream to get it working so from my point of view youre pitching in with this just at the right time the developers may be off doing their own thing its the operational teams that need this how do i get visibility how do i operationalize ithow do i get control over policy and governance and those aspects,12/3/2018,Positive,Features or products (included/missing/recommended),2018.4,FY19 Q4
3924,Roy Illsley,VIO,roy illsley ovum regarding istio  open source relying on the developer to piece everything together for a service mesh solution  i think nsx service mesh  vmwareare offering it is good it will be very interesting to see because i think theres been a lot of interest in istio since it was first talked about early part of this year ibm were the first to say they were supporting istio but they havent made much more of it than that so i really think youre at the right time with this the messaging you have come across with is much more mainstream and enterprise led and focused i think it wont be the key message that kubecon wants to hear as that is primarily developers but i think for your mainstream audience this is something that will resonate very well ,12/3/2018,Positive,Messaging,2018.4,FY19 Q4
3925,Ron Blair,VMC on AWS,discussed vmc on aws outposts and site recovery on vmc on aws in meeting with ron blair at gartner iocs zerto  theres a minimum footprint to use them if theres a plug n play way that would be nice for someone who isnt that mature it would be beautiful,12/3/2018,Neutral,Features or products (included/missing/recommended),2018.4,FY19 Q4
3926,Brandon Medford,Cloud (VCPP),cloud vcpp health  keeping the brand name is the right thing,11/26/2018,Positive,Messaging,2018.4,FY19 Q4
3927,Ted Chamberlin,Cloud (VCPP),jassy said use cases are disconnected no latency  not an issue with clients,11/26/2018,Negative,Use cases,2018.4,FY19 Q4
3928,Mike Dorosh,Cloud (VCPP),not everything goes to the cloud vcpp it will be intriguing for customers but it will also be a decision point interesting discussions with retail customers i would market that retail and use it as a technical differentiator even if it upsets aws its a better story now were seeing better messaging from vmc on aws our initial objection to vmc on aws was that developers didnt know who vmwareare is when you announced cloud vcpphealth it gives you a multicloud vcpp story integrated dashboard view is good,11/26/2018,Advice,Messaging,2018.4,FY19 Q4
3929,Megha Kumar,VMC on AWS,about to launch data center  go live early 2019 its too expensive the way they price it customers are complaining services arent available when they go live,11/26/2018,Negative,Pricing,2018.4,FY19 Q4
3930,Rick Villars,VMC on AWS,when aws opens in a region it would be great if vmc on aws was available immediately is doubling or tripling in existing regions or due to new regions is it really underperforming whats going on with rds you are doing control pane extending higher value into dedicated assets its those higher level things that matter regarding azure stack they have been messaging momentum but were suspicious i dont feel the love from their partners lenovo is the only hardware partner thats pushing cisco is now going google azure stack did a great job of setting expectations but they didnt meet them,11/26/2018,Neutral,Messaging,2018.4,FY19 Q4
3931,Mark Paine,All Products,channels inquiry with mark paine gartner you may want to put more emphasis on another type of partner than a reseller 1 consolidation  buying more resellers 2 divestification  sell services from other companies resellers need help normally through mergers and acquisitions that they are moving to services not great at moving to the cloud but also about buying behaviors resellers have had great influence further down buying process than before im writing a note about aligning routes to market with the buying cycle next year another thing to consider is how does your partner program evolve over time i wrote a report that tried to define partner ecosystem its about joint messaging for the whole product about coselling selling with partners not through partners microsoft is going down this process in a hybrid way they have to please their resellers like you,11/26/2018,Neutral,Partner readiness,2018.4,FY19 Q4
3932,Uko Tian,All Products,uko tian many successfully sell their software on hardware which is a common practice for software vendors opportunity to partner with dell,11/26/2018,Neutral,Strategy,2018.4,FY19 Q4
3933,Matthew Cheung,All Products,matthew cheung not surprising if 70 of sw is illegal not surprising if vmwareares rate closer to 80 given perception of high price and virtualization leadership,11/26/2018,Neutral,Pricing,2018.4,FY19 Q4
3934,Matthew Cheung,All Products,matthew cheung perception in china that software is free audit enforcement doesnt work well in china particularly with soes state owned enterprises many sell hardware with software on it as a package auditing not generally successful microsoft  people dont like their monopoly need to think about your public reputation tried a sw version targeting only the chinese market with reduced functionality some functionality doesnt convey ie customization sell only to chinese enterprises in a more cost effective way but not favored by many companies sap tried manufacturing software in china east to east for the chinese market all design dev etc specific to china market didnt work very well market not so receptive,11/26/2018,Neutral,Adoption,2018.4,FY19 Q4
3935,William Fellows,Cloud (VCPP),vmwareare cloud vcpp briefing with william fellows your partners think vmware needed a more unified story in containers and container management i and the partner struggled with clarifying container management maybe thats due to the acquisition would you go through the gtm pieces ive got a much better sense of containers now lets talk again in january around developers,11/26/2018,Negative,Messaging,2018.4,FY19 Q4
3936,Anne Thomas,Networking,during nsx service mesh briefings term service mesh typically implies more of an east west model,11/26/2018,Advice,Messaging,2018.4,FY19 Q4
3937,Brad Casemore,Networking,feedback from gartneranne thomas gartnergary olliffe and idcbrad casemore during nsx service mesh briefings term service mesh typically implies more of an east west model brad casemore thats why there are ingress and egress controllers it doesnt mean you cant explain all of this but i think when you first say this is the nsx service mesh people will assume youre talking about the intracluster east west mesh,11/26/2018,Advice,Messaging,2018.4,FY19 Q4
3938,Dana Cooperson,NFV,nfvvio analysys masons dana cooperson shared that am will assess that red hats vim market share will be just ahead that of vmwareare as red hat will lead the vim segment based on ams understanding of red hats telecoms strategy and market position and on ams attendance of their analyst events in boston and london,11/26/2018,Neutral,Competitive mentions/intel,2018.4,FY19 Q4
3939,Nick McQuire,Workspace ONE,ccs insights nick mcquire presented his views to the euc management vrealize team  microsoft is dialing back focus on intune and now has framework spanning multiple areas  with m365  going forward will see more about experiences with the m365 stack to improve employee experience productivity and lower tco with chrome and google being their biggest competitors here   nicks recommendations  to vmwareare  are 1 differentiate against microsoft lock in fear hybrid network  heterogeneity and ecosystem microsoft security vs customer security 2 increase dell alignment 3 accelerate digital workspace adoption with more managed services and mroe metrics  customer kpis  productivity benchmarks employee satisfactionexperience 4 regulated industries for citrix vdi and blackberry uem replacements,11/19/2018,Advice,Strategy,2018.4,FY19 Q4
3940,Nathan Hill,Cloud (VCPP),feedback from nathan hill gartner in conversation with shankar on the ms windows virtual desktop announcement horizon cloud vcpp needs to capitalize on that opp in terms of how vmwareare positions on and off prem and hyb cloud vcpp enablement   thats a big opp in the short and medium term in the long term the question is whether ms invests heavily in a way that they never did to compete for on prem solutions with rds  they have multi user win 10 capabilities that is azure only   agree that being a market place vendor and building on top of the azure platform will be a bad strategy because vmware has a broad management platform  its great to have the opportunity to tell customers they have multiple horizon deployment options to support their end goals but it needs to be guided with all the experience and analytics vmware has  feedback from client inquiries ,11/19/2018,Neutral,Competitive mentions/intel,2018.4,FY19 Q4
3941,Christian Perry,HCI/vSAN,451 researchs christian perry vmwareare is the undisputed leader for hci but the market perceives nutanix as the hci leader not so,11/19/2018,Positive,Customer Related,2018.4,FY19 Q4
3942,Phil Dawson,HCI/vSAN,gartners phil dawson vmwareare still tells a disjointed narrative you have a potentially powerful story for hci and hybid cloud but customers dont hear a unified message,11/19/2018,Negative,Messaging,2018.4,FY19 Q4
3943,Al Sadowski,NFV,nfv at openstack summit al sadowski had positive feedback and agreed with vmwareares overall nfv strategy but he also questioned vmwares viability in the openstack market al was able to highlight some of our recent openstack success with telcos but had further technical questions on vmwares sdwan solution follow up in works with nsbu  velocloud team also globaldatas chris drake idcs gary chen and 451s al sadowski on a panel discussion were all cautiously optimistic about the future of openstack with more growth in the apj region in all nfv team updated 5 analysts on vioopenstack the multicloud story and updates such as sdwan by velocloud and edge computing,11/19/2018,Positive,Strategy,2018.4,FY19 Q4
3944,Daphne Chung,VMC on AWS,vmc on aws 1tomany apj analyst call with daphne chung omkar lad peter phil hassey daphne i know its a bit early but do you have a sense for how apac is tracking for promotion for 3 nodes for price of 2 has there been interest in ap in typical 4 use cases any typical for ap phil other use cases seen globally,11/19/2018,Neutral,Use cases,2018.4,FY19 Q4
3945,Lydia Leong,VMC on AWS,msps leveraging vmwareare cloud on aws with lydia leong acquisition recommendation  are you familiar with turbot cloud security posture management company very impressed with them you can set policies that are multicloud ajay said that secure state may overlap with turbot  pooja will brief lydia service management with cloud hub my cautionary view is that alternative provisioning is almost always a bad idea,11/19/2018,Advice,Strategy,2018.4,FY19 Q4
3946,Phil Hochmuth,Workspace ONE,idcs phil hochmuth presented idcs annual enterprise mobility decision maker survey  emm platform adoption is maturing to the point of nearubiquity among enterprises with most firms operatign with multiple technologies  security is the top challenge in mobility followed by integration cost overrums and version control issues between apps and devices uem is on most enterprise it teams roadmaps with majority firms anticipating they will manage pcsmobile devices with a single software platform in 5 years  the top driver of uem adoptioninterest is strategic ability to apply unified policies across various os types followed by staffsoftware platform cost savings,11/19/2018,Neutral,Adoption,2018.4,FY19 Q4
